timestamp,src_ip,src_port,dst_ip,dst_port,protocol,transport,connection_type
2025-01-09 21:37:59.652134,138.219.201.243,62418,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:00.395270,138.219.201.243,31356,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:00.984498,138.219.201.243,31369,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:01.595297,138.219.201.243,62430,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:03.189718,138.219.201.243,31399,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:03.779078,138.219.201.243,31443,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:04.388916,138.219.201.243,31453,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:04.981634,138.219.201.243,31469,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:05.578132,138.219.201.243,31490,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:06.176060,138.219.201.243,31511,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:06.772153,138.219.201.243,62484,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:10.524356,138.219.201.243,31566,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:13.804458,138.219.201.243,62528,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:16.560101,138.219.201.243,31705,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:17.501252,138.219.201.243,62564,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:18.769153,138.219.201.243,31773,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:20.472724,138.219.201.243,31785,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:21.063850,138.219.201.243,62596,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:21.660400,138.219.201.243,31857,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:22.264312,138.219.201.243,31866,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:22.867399,138.219.201.243,31872,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:23.451596,138.219.201.243,31899,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:24.035207,138.219.201.243,31912,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:24.621995,138.219.201.243,31931,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:25.217621,138.219.201.243,31945,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:25.802914,138.219.201.243,31950,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:26.391517,138.219.201.243,31975,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:26.988757,138.219.201.243,62656,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:27.592414,138.219.201.243,32011,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:28.194670,138.219.201.243,32021,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:28.810391,138.219.201.243,32027,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:29.414973,138.219.201.243,32050,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:30.009657,138.219.201.243,32069,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:30.589829,138.219.201.243,32092,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:31.189353,138.219.201.243,32109,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:31.785258,138.219.201.243,32112,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:32.383240,138.219.201.243,32138,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:32.993326,138.219.201.243,62714,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:33.597703,138.219.201.243,32173,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:34.194678,138.219.201.243,32184,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:34.780936,138.219.201.243,32189,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:35.379445,138.219.201.243,32219,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:36.985092,138.219.201.243,32235,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:37.571046,138.219.201.243,32275,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:38.152813,138.219.201.243,32292,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:38.739709,138.219.201.243,32315,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:39.343819,138.219.201.243,32335,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:39.927291,138.219.201.243,32350,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:40.505208,138.219.201.243,32361,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:41.093593,138.219.201.243,32369,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:41.685036,138.219.201.243,62802,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:42.277936,138.219.201.243,32415,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:42.875944,138.219.201.243,32427,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:43.484159,138.219.201.243,32437,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:44.095165,138.219.201.243,32445,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:44.696930,138.219.201.243,32473,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:45.284134,138.219.201.243,62834,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:45.899019,138.219.201.243,32507,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:46.507521,138.219.201.243,32519,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:47.105895,138.219.201.243,32524,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:47.687123,138.219.201.243,62860,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:48.276637,138.219.201.243,32567,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:48.862171,138.219.201.243,32584,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:49.451949,138.219.201.243,32598,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:50.045878,138.219.201.243,32605,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:50.645118,138.219.201.243,32631,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:51.241072,138.219.201.243,62892,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:51.824719,138.219.201.243,32665,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:52.433094,138.219.201.243,32675,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:53.036470,138.219.201.243,32678,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:53.630840,138.219.201.243,32703,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:55.289873,138.219.201.243,32726,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:55.876538,138.219.201.243,32755,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:56.460877,138.219.201.243,32777,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:57.058320,138.219.201.243,32803,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:57.658033,138.219.201.243,62954,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:58.256222,138.219.201.243,32833,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:58.859668,138.219.201.243,62960,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:38:59.463152,138.219.201.243,62968,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:00.055811,138.219.201.243,32874,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:00.676490,138.219.201.243,32897,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:01.277388,138.219.201.243,32912,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:01.854402,138.219.201.243,32917,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:02.456144,138.219.201.243,62998,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:03.033191,138.219.201.243,63008,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:03.612427,138.219.201.243,32981,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:04.203493,138.219.201.243,32992,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:04.791007,138.219.201.243,32998,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:05.377535,138.219.201.243,33019,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:05.985916,138.219.201.243,63036,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:06.582027,138.219.201.243,33055,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:07.175709,138.219.201.243,33071,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:07.781749,138.219.201.243,33078,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:09.366697,138.219.201.243,63056,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:09.977581,138.219.201.243,33147,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:10.580311,138.219.201.243,33159,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:11.191287,138.219.201.243,33165,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:11.790146,138.219.201.243,33197,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:12.372797,138.219.201.243,33217,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:12.960355,138.219.201.243,33227,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:13.561966,138.219.201.243,33238,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:14.159875,138.219.201.243,33243,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:14.750047,138.219.201.243,63118,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:15.326569,138.219.201.243,63124,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:15.910042,138.219.201.243,63130,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:16.509832,138.219.201.243,33323,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:17.103946,138.219.201.243,33328,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:17.708039,138.219.201.243,63148,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:18.305320,138.219.201.243,33374,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:18.885691,138.219.201.243,33390,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:19.481530,138.219.201.243,33407,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:20.090975,138.219.201.243,33410,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:20.687151,138.219.201.243,33439,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:21.272211,138.219.201.243,33451,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:21.862891,138.219.201.243,33473,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:22.445628,138.219.201.243,33486,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:23.025916,138.219.201.243,33493,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:23.616437,138.219.201.243,33511,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:24.197974,138.219.201.243,33535,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:24.795101,138.219.201.243,33554,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:25.384902,138.219.201.243,33571,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:25.972570,138.219.201.243,33574,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:26.571028,138.219.201.243,33596,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:27.170759,138.219.201.243,33617,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:27.766005,138.219.201.243,63246,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:28.359104,138.219.201.243,33649,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:28.941260,138.219.201.243,33657,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:29.530066,138.219.201.243,33678,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:30.125137,138.219.201.243,33705,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:30.720068,138.219.201.243,33724,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:31.317354,138.219.201.243,33740,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:31.932078,138.219.201.243,33746,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:33.557864,138.219.201.243,33765,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:34.149895,138.219.201.243,33816,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:34.770485,138.219.201.243,33831,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:35.352179,138.219.201.243,33842,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:35.940372,138.219.201.243,33876,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:36.529904,138.219.201.243,33903,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:37.121171,138.219.201.243,33914,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:37.726051,138.219.201.243,33932,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:38.339417,138.219.201.243,33937,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:38.936199,138.219.201.243,33967,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:39.560107,138.219.201.243,33994,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:40.177376,138.219.201.243,34010,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:40.778913,138.219.201.243,34022,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:41.372748,138.219.201.243,34031,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:41.955726,138.219.201.243,34067,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:42.543805,138.219.201.243,34086,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:44.189535,138.219.201.243,34100,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:44.773156,138.219.201.243,34134,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:45.368726,138.219.201.243,34157,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:42.748969,47.251.92.56,43710,192.168.128.2,21,ftpd,tcp,accept
2025-01-09 21:39:45.976645,138.219.201.243,34177,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:46.569338,138.219.201.243,34192,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:47.150838,138.219.201.243,63431,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:47.743745,138.219.201.243,34217,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:48.327583,138.219.201.243,63448,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:48.902543,138.219.201.243,34255,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:49.483445,138.219.201.243,34265,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:50.066671,138.219.201.243,34273,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:50.677558,138.219.201.243,34297,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:51.268677,138.219.201.243,63478,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:51.861308,138.219.201.243,34336,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:52.458338,138.219.201.243,34352,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:53.053311,138.219.201.243,34360,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:53.641276,138.219.201.243,34374,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:54.210369,138.219.201.243,34399,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:54.800449,138.219.201.243,34420,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:55.392228,138.219.201.243,34443,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:55.982110,138.219.201.243,34447,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:56.609866,138.219.201.243,34458,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:57.205450,138.219.201.243,63536,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:57.795070,138.219.201.243,34507,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:58.403274,138.219.201.243,34524,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:59.004127,138.219.201.243,34535,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:39:59.589585,138.219.201.243,34545,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:00.164370,138.219.201.243,34577,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:00.744399,138.219.201.243,63568,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:01.330631,138.219.201.243,34608,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:01.940001,138.219.201.243,34616,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:02.526036,138.219.201.243,34626,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:03.120216,138.219.201.243,34655,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:03.697662,138.219.201.243,34679,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:04.289595,138.219.201.243,63602,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:04.892135,138.219.201.243,34699,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:05.484729,138.219.201.243,34709,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:06.076867,138.219.201.243,34736,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:07.745809,138.219.201.243,63626,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:08.345744,138.219.201.243,34796,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:08.937192,138.219.201.243,34818,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:09.523845,138.219.201.243,34845,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:10.119788,138.219.201.243,34852,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:10.716401,138.219.201.243,34866,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:11.313117,138.219.201.243,34873,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:11.908991,138.219.201.243,34895,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:12.515867,138.219.201.243,34920,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:13.120339,138.219.201.243,34935,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:13.733058,138.219.201.243,34947,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:14.329548,138.219.201.243,34956,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:14.930626,138.219.201.243,34980,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:15.525852,138.219.201.243,63712,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:16.105713,138.219.201.243,35022,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:16.710545,138.219.201.243,35037,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:17.321226,138.219.201.243,35043,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:17.919538,138.219.201.243,35063,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:18.506479,138.219.201.243,35087,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:19.103078,138.219.201.243,35104,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:19.708224,138.219.201.243,35114,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:20.286212,138.219.201.243,35125,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:20.880972,138.219.201.243,35144,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:21.461405,138.219.201.243,63770,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:22.027679,138.219.201.243,63772,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:22.619907,138.219.201.243,35205,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:23.216937,138.219.201.243,35210,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:23.808779,138.219.201.243,35218,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:24.406338,138.219.201.243,63798,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:24.990919,138.219.201.243,35275,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:25.576315,138.219.201.243,35287,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:26.178258,138.219.201.243,35301,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:26.770027,138.219.201.243,35309,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:27.387985,138.219.201.243,35337,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:28.001061,138.219.201.243,35355,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:28.580928,138.219.201.243,35368,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:29.172965,138.219.201.243,35380,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:29.773905,138.219.201.243,35390,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:30.375695,138.219.201.243,35416,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:30.955085,138.219.201.243,35440,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:31.544055,138.219.201.243,35457,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:32.162954,138.219.201.243,35465,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:32.779119,138.219.201.243,35471,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:33.377311,138.219.201.243,35503,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:33.973867,138.219.201.243,35519,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:34.568726,138.219.201.243,35532,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:35.157225,138.219.201.243,35547,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:35.736873,138.219.201.243,63900,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:36.326908,138.219.201.243,35579,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:36.920987,138.219.201.243,35604,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:37.515674,138.219.201.243,35614,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:38.113796,138.219.201.243,35628,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:38.711867,138.219.201.243,35638,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:39.299265,138.219.201.243,63940,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:39.879714,138.219.201.243,35689,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:40.472130,138.219.201.243,35702,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:41.095375,138.219.201.243,63958,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:41.708849,138.219.201.243,35722,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:43.321989,138.219.201.243,63970,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:43.911826,138.219.201.243,35789,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:44.493815,138.219.201.243,35795,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:45.095270,138.219.201.243,35812,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:45.683631,138.219.201.243,64004,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:46.258294,138.219.201.243,35853,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:46.853131,138.219.201.243,35869,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:47.445873,138.219.201.243,35878,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:48.054879,138.219.201.243,35893,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:48.651123,138.219.201.243,35923,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:49.250206,138.219.201.243,35933,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:49.842787,138.219.201.243,35946,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:50.413038,138.219.201.243,35957,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:51.009300,138.219.201.243,35968,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:51.605848,138.219.201.243,35997,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:52.227670,138.219.201.243,36015,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:52.836989,138.219.201.243,36025,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:53.447543,138.219.201.243,36030,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:54.049485,138.219.201.243,36042,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:54.656642,138.219.201.243,36074,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:55.255876,138.219.201.243,64094,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:55.861947,138.219.201.243,36096,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:56.490132,138.219.201.243,36107,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:57.105796,138.219.201.243,36124,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:57.705257,138.219.201.243,36158,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:58.288318,138.219.201.243,36167,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:58.873745,138.219.201.243,36184,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:40:59.471270,138.219.201.243,36195,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:41:00.067032,138.219.201.243,36207,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:41:00.650254,138.219.201.243,36240,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:41:01.240776,138.219.201.243,64152,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:41:01.841005,138.219.201.243,36273,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:41:02.434477,138.219.201.243,36280,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:41:03.019402,138.219.201.243,36288,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:41:03.623860,138.219.201.243,36321,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:41:04.216588,138.219.201.243,36345,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:41:04.802461,138.219.201.243,36361,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:41:05.380618,138.219.201.243,36369,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:41:05.961667,138.219.201.243,36377,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:41:06.561257,138.219.201.243,36397,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:41:07.164711,138.219.201.243,64210,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:41:07.772463,138.219.201.243,64216,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:41:08.374259,138.219.201.243,36440,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:41:08.956727,138.219.201.243,36448,192.168.128.2,445,smbd,tcp,accept
2025-01-09 21:41:09.539532,138.219.201.243,36475,192.168.128.2,445,smbd,tcp,accept
